DATE,HOSPI_CODE_UCD,LIT_HC,LIT_HP,N_ETB,N_UFS,PN_MEDICAL,POPULATION,P_MEDICAL,QUANTITY,QUANTITY_MA,RESID,SEASONAL,SEJ_HAD,SEJ_MCO,SEJ_PSY,SEJ_SLD,SEJ_SSR,TREND,MONTH_1,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6,MONTH_7,MONTH_8,MONTH_9,MONTH_10,MONTH_11,MONTH_12,YEAR_2013,YEAR_2014,YEAR_2015,YEAR_2016,YEAR_2017,YEAR_2018,YEAR_2019,HOSPI_HOSPI_1,HOSPI_HOSPI_2,HOSPI_HOSPI_3,HOSPI_HOSPI_4,CLUSTER
2013-10-01,3400892761527,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,1400.0,466.6666666666667,0.0,77.13194444444466,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3400892761695,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,580.0,193.33333333333331,0.0,4.364120370370429,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3400893736135,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,300.0,100.0,0.0,219.2784722222223,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3400893826706,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,515.0,171.66666666666666,0.0,375.4687500000001,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-10-01,3400893875490,1471.0,112.0,12.0,3.0,5270.0,571675.0,683.0,3000.0,1000.0,0.0,1198.5846064814812,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400890837149,1471.0,112.0,12.0,4.0,5270.0,571675.0,683.0,1400.0,466.6666666666667,0.0,-244.17685185185195,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400891191226,1471.0,112.0,12.0,3.5,5270.0,571675.0,683.0,1440.0,480.0,0.0,160.39120370370352,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400891225037,1471.0,112.0,12.0,5.0,5270.0,571675.0,683.0,6180.0,2060.0,0.0,-942.1798611111104,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400891996128,1471.0,112.0,12.0,6.0,5270.0,571675.0,683.0,16210.0,5403.333333333333,0.0,-102.42291666666868,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400892065366,1471.0,112.0,12.0,5.0,5270.0,571675.0,683.0,2340.0,780.0,0.0,-75.83495370370346,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400892075761,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,720.0,240.0,0.0,-15.791782407407393,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400892088310,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,1170.0,390.0,0.0,-178.03240740740736,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400892203645,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,520.0,173.33333333333334,0.0,-110.69502314814817,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400892508566,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,720.0,240.0,0.0,23.14675925925944,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400892669236,1471.0,112.0,12.0,5.0,5270.0,571675.0,683.0,2860.0,953.3333333333334,0.0,1037.4386574074074,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400892697789,1471.0,112.0,12.0,3.0,5270.0,571675.0,683.0,680.0,226.66666666666663,0.0,-60.15393518518518,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400892761527,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,2650.0,883.3333333333334,0.0,-122.55138888888892,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400892761695,1471.0,112.0,12.0,2.0,5270.0,571675.0,683.0,1160.0,386.6666666666667,0.0,-18.60254629629624,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400893736135,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,370.0,123.33333333333331,0.0,90.9368055555556,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400893826706,1471.0,112.0,12.0,1.0,5270.0,571675.0,683.0,700.0,233.33333333333331,0.0,110.41875,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-11-01,3400893875490,1471.0,112.0,12.0,4.5,5270.0,571675.0,683.0,2580.0,860.0,0.0,235.00127314814776,0.0,72785.0,0.0,109.0,1049.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2013-12-01,3400890837149,1471.0,112.0,12.0,4.0,5270.0,571675.0,683.0,1620.0,540.0,244.80185185185175,189.36481481481496,0.0,72785.0,0.0,109.0,1049.0,1185.8333333333333,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2013-12-01,3400891191226,1471.0,112.0,12.0,7.0,5270.0,571675.0,683.0,2200.0,733.3333333333334,383.8643518518521,300.7189814814816,0.0,72785.0,0.0,109.0,1049.0,1515.4166666666663,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2013-12-01,3400891225037,1471.0,112.0,12.0,8.0,5270.0,571675.0,683.0,6540.0,2180.0,1396.665972222222,-341.2493055555552,0.0,72785.0,0.0,109.0,1049.0,5484.583333333333,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
