HOSPI_CODE_UCD,LIT_HC,LIT_HP,N_UFS,PN_MEDICAL,POPULATION,P_MEDICAL,QUANTITY,QUANTITY_MA,SEJ_MCO,SEJ_SLD,SEJ_SSR,YEAR,MONTH_1.0,MONTH_2.0,MONTH_3.0,MONTH_4.0,MONTH_5.0,MONTH_6.0,MONTH_7.0,MONTH_8.0,MONTH_9.0,MONTH_10.0,MONTH_11.0,MONTH_12.0,UCD_3400890837149,UCD_3400891191226,UCD_3400891225037,UCD_3400891235203,UCD_3400891996128,UCD_3400892052120,UCD_3400892065366,UCD_3400892075761,UCD_3400892088310,UCD_3400892203645,UCD_3400892508566,UCD_3400892669236,UCD_3400892697789,UCD_3400892729589,UCD_3400892745848,UCD_3400892761527,UCD_3400892761695,UCD_3400893022634,UCD_3400893736135,UCD_3400893826706,UCD_3400893875490,CLUSTER
3400892697789,1471.0,112.0,1.0,5270.0,571675.0,683.0,100.0,0.0124126026676634,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3400892669236,1471.0,112.0,2.0,5270.0,571675.0,683.0,888.0,0.0113986628963789,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3400891191226,1471.0,112.0,1.5,5270.0,571675.0,683.0,2379.0,0.1192402580758304,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892088310,1471.0,112.0,1.0,5270.0,571675.0,683.0,220.0,0.0100591900363905,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893736135,1471.0,112.0,1.0,5270.0,571675.0,683.0,40.0,0.0028634224519963,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3400892075761,1471.0,112.0,1.0,5270.0,571675.0,683.0,1140.0,0.1267925865758313,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892065366,1471.0,112.0,2.0,5270.0,571675.0,683.0,570.0,0.0680366530672954,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891996128,1471.0,112.0,2.0,5270.0,571675.0,683.0,3890.0,0.0058180466556988,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891225037,1471.0,112.0,2.0,5270.0,571675.0,683.0,1710.0,0.0097768478877425,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892203645,1471.0,112.0,1.0,5270.0,571675.0,683.0,150.0,0.0169853985283077,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3400893826706,1471.0,112.0,1.0,5270.0,571675.0,683.0,20.0,0.0010001736158977,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3400890837149,1471.0,112.0,1.0,5270.0,571675.0,683.0,110.0,0.0072733971929048,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893875490,1471.0,112.0,1.0,5270.0,571675.0,683.0,90.0,0.0015169409252778,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3400893826706,1471.0,112.0,1.0,5270.0,571675.0,683.0,70.0,0.0022503906357698,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3400892761527,1471.0,112.0,1.0,5270.0,571675.0,683.0,150.0,0.0030027747871798,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3400892088310,1471.0,112.0,1.0,5270.0,571675.0,683.0,180.0,0.0117357217091223,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892065366,1471.0,112.0,1.5,5270.0,571675.0,683.0,1110.0,0.0577570109895252,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892761695,1471.0,112.0,1.0,5270.0,571675.0,683.0,1643.0,0.1251047436647694,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3400892697789,1471.0,112.0,1.0,5270.0,571675.0,683.0,180.0,0.0173776437347288,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3400892203645,1471.0,112.0,1.0,5270.0,571675.0,683.0,60.0,0.0118897789698154,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3400891996128,1471.0,112.0,3.0,5270.0,571675.0,683.0,4920.0,0.0086494960281389,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892669236,1471.0,112.0,4.0,5270.0,571675.0,683.0,1212.0,0.0176319186414576,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3400893875490,1471.0,112.0,1.0,5270.0,571675.0,683.0,390.0,0.0040451758007409,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3400893736135,1471.0,112.0,1.0,5270.0,571675.0,683.0,40.0,0.0028634224519963,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3400891191226,1471.0,112.0,1.0,5270.0,571675.0,683.0,2379.0,0.1192402580758304,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400890837149,1471.0,112.0,1.0,5270.0,571675.0,683.0,160.0,0.008926442009474,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891225037,1471.0,112.0,4.0,5270.0,571675.0,683.0,2190.0,0.0147688800462237,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892075761,1471.0,112.0,1.0,5270.0,571675.0,683.0,110.0,0.0886065151801862,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892761527,1471.0,112.0,1.0,5270.0,571675.0,683.0,350.0,0.0055050871098296,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3400892669236,1471.0,112.0,6.0,5270.0,571675.0,683.0,1704.0,0.0314891166723496,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3400892088310,1471.0,112.0,2.0,5270.0,571675.0,683.0,960.0,0.03800138458192,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891191226,1471.0,112.0,2.0,5270.0,571675.0,683.0,2379.0,0.1192402580758304,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892697789,1471.0,112.0,2.0,5270.0,571675.0,683.0,490.0,0.0318590135136695,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3400892508566,1471.0,112.0,2.0,5270.0,571675.0,683.0,340.0,0.0150437569354665,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3400893875490,1471.0,112.0,3.0,5270.0,571675.0,683.0,1210.0,0.0094949265322947,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3400892203645,1471.0,112.0,2.0,5270.0,571675.0,683.0,120.0,0.012455958920759,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3400893826706,1471.0,112.0,1.0,5270.0,571675.0,683.0,220.0,0.0051675636821381,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3400892075761,1471.0,112.0,2.0,5270.0,571675.0,683.0,290.0,0.057093737814848,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891225037,1471.0,112.0,4.0,5270.0,571675.0,683.0,2870.0,0.0255064586512588,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892065366,1471.0,112.0,3.0,5270.0,571675.0,683.0,1200.0,0.0321710069915545,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893736135,1471.0,112.0,1.0,5270.0,571675.0,683.0,140.0,0.0052496078286599,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3400892761695,1471.0,112.0,1.0,5270.0,571675.0,683.0,1643.0,0.1251047436647694,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3400890837149,1471.0,112.0,3.0,5270.0,571675.0,683.0,350.0,0.0136651704836393,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891996128,1471.0,112.0,6.0,5270.0,571675.0,683.0,7260.0,0.0155826682928468,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891225037,1471.0,112.0,4.0,5270.0,571675.0,683.0,5240.0,0.038805985835741,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892203645,1471.0,112.0,1.0,5270.0,571675.0,683.0,400.0,0.0218922914364855,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3400891191226,1471.0,112.0,2.0,5270.0,571675.0,683.0,1680.0,0.1075618301095973,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893736135,1471.0,112.0,2.0,5270.0,571675.0,683.0,300.0,0.0114536898079853,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3400893826706,1471.0,112.0,1.0,5270.0,571675.0,683.0,515.0,0.0134189960132941,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3400890837149,1471.0,112.0,1.5,5270.0,571675.0,683.0,1060.0,0.0346037381601835,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892669236,1471.0,112.0,4.0,5270.0,571675.0,683.0,3264.0,0.0511573977484544,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3400891996128,1471.0,112.0,5.0,5270.0,571675.0,683.0,13970.0,0.0253569866744209,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893875490,1471.0,112.0,3.0,5270.0,571675.0,683.0,3000.0,0.0258441787269561,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3400892088310,1471.0,112.0,2.0,5270.0,571675.0,683.0,1330.0,0.0690172205274576,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892761695,1471.0,112.0,1.0,5270.0,571675.0,683.0,580.0,0.0981243536230469,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3400892697789,1471.0,112.0,2.0,5270.0,571675.0,683.0,570.0,0.0513054243596755,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3400892075761,1471.0,112.0,1.5,5270.0,571675.0,683.0,490.0,0.0329957315942953,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892508566,1471.0,112.0,2.0,5270.0,571675.0,683.0,1040.0,0.0305299773102114,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3400892065366,1471.0,112.0,5.0,5270.0,571675.0,683.0,2760.0,0.0566343768913824,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892761527,1471.0,112.0,1.0,5270.0,571675.0,683.0,1400.0,0.0190175736521387,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3400892088310,1471.0,112.0,3.0,5270.0,571675.0,683.0,1170.0,0.0966799931275318,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400890837149,1471.0,112.0,4.0,5270.0,571675.0,683.0,1400.0,0.0619340791274621,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891996128,1471.0,112.0,6.0,5270.0,571675.0,683.0,16210.0,0.0363046111315609,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893875490,1471.0,112.0,4.5,5270.0,571675.0,683.0,2580.0,0.0381482551208765,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3400892075761,1471.0,112.0,2.0,5270.0,571675.0,683.0,720.0,0.0556107835858909,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892203645,1471.0,112.0,2.0,5270.0,571675.0,683.0,520.0,0.0392551432654224,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3400892065366,1471.0,112.0,5.0,5270.0,571675.0,683.0,2340.0,0.0703740777940255,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892508566,1471.0,112.0,1.5,5270.0,571675.0,683.0,720.0,0.0309724407494898,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3400892761695,1471.0,112.0,3.0,5270.0,571675.0,683.0,1160.0,0.0858651547611919,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3400893736135,1471.0,112.0,2.0,5270.0,571675.0,683.0,370.0,0.0193281015509752,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3400892761527,1471.0,112.0,2.0,5270.0,571675.0,683.0,2650.0,0.0440406968786371,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3400891191226,1471.0,112.0,3.5,5270.0,571675.0,683.0,1440.0,0.0918736414682627,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891225037,1471.0,112.0,6.5,5270.0,571675.0,683.0,6180.0,0.0538385958827901,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892669236,1471.0,112.0,5.0,5270.0,571675.0,683.0,2860.0,0.0647993704813756,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3400893826706,1471.0,112.0,1.0,5270.0,571675.0,683.0,700.0,0.0239208189802199,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3400892697789,1471.0,112.0,3.0,5270.0,571675.0,683.0,680.0,0.0719930954724479,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3400892508566,1471.0,112.0,2.5,5270.0,571675.0,683.0,2290.0,0.0597325643025876,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3400893826706,1471.0,112.0,1.0,5270.0,571675.0,683.0,1175.0,0.0398402490332583,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3400890837149,1471.0,112.0,4.0,5270.0,571675.0,683.0,1620.0,0.0899256380213685,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892075761,1471.0,112.0,2.0,5270.0,571675.0,683.0,705.0,0.0709964337113207,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400891996128,1471.0,112.0,10.5,5270.0,571675.0,683.0,23020.0,0.0515866803471966,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400893875490,1471.0,112.0,7.0,5270.0,571675.0,683.0,3471.0,0.0508512307951478,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3400892697789,1471.0,112.0,3.0,5270.0,571675.0,683.0,760.0,0.083164437873345,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3400891225037,1471.0,112.0,6.5,5270.0,571675.0,683.0,6540.0,0.0676655830689231,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892761695,1471.0,112.0,1.0,5270.0,571675.0,683.0,620.0,0.0599000192835982,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3400892088310,1471.0,112.0,4.0,5270.0,571675.0,683.0,1370.0,0.1081362928911989,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400892669236,1471.0,112.0,10.0,5270.0,571675.0,683.0,4691.0,0.0895254460597953,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3400891191226,1471.0,112.0,6.0,5270.0,571675.0,683.0,2200.0,0.0888830282980829,72785.0,109.0,1049.0,2013.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
